# codepoints	text	readings_display	readings_normalized	source
U+8A00,U+3046,U+3053,U+3068,U+306A,U+3057	言うことなし	いうことなし	iukotonashi	JMDICT
U+8A00,U+3046,U+3053,U+3068,U+3092,U+805E,U+304B,U+306A,U+3044	言うことを聞かない	いうことをきかない	iukotowokikanai	JMDICT
U+659C,U+3081,U+306A,U+3089,U+305A	斜めならず	ななめならず	nanamenarazu	JMDICT
U+639B,U+3051,U+69CB,U+3044	掛け構い	かけかまい	kakekamai	JMDICT
U+6C34,U+846C,U+793C	水葬礼	すいそうれい	suisourei	JMDICT
U+65E9,U+6876	早桶	はやおけ	hayaoke	JMDICT
U+6625,U+793E	春社	しゅんしゃ	shunsha	JMDICT
U+5927,U+5E74	大年	おおとし	ootoshi	JMDICT
U+5927,U+624D	大才	たいさい	taisai	JMDICT
U+5927,U+707D	大災	たいさい	taisai	JMDICT
U+5927,U+5E74,U+795E	大年神	おおとしのかみ	ootoshinokami	JMDICT
U+5927,U+707D,U+5BB3,U+50B5,U+5238	大災害債券	だいさいがいさいけん	daisaigaisaiken	JMDICT
U+5E74,U+795E	年神	としがみ	toshigami	JMDICT
U+8E74,U+5B50	蹴子	しゅうし	shuushi	JMDICT
U+6392,U+83A2,U+687F,U+7B52	排莢桿筒	はいきょうかんとう	haikyoukantou	JMDICT
U+8E74,U+5B50,U+8986	蹴子覆	しゅうしふく	shuushifuku	JMDICT
U+62BD,U+7B52,U+5B50	抽筒子	ちゅうとうし	chuutoushi	JMDICT
U+8E74,U+5B50,U+75D5	蹴子痕	しゅうしこん	shuushikon	JMDICT
U+62BD,U+7B52,U+5B50,U+75D5	抽筒子痕	ちゅうとうしこん	chuutoushikon	JMDICT
U+5BFE,U+822A,U+7A7A,U+6A5F,U+7832	対航空機砲	たいこうくうきほう	taikoukuukihou	JMDICT
U+5BFE,U+7A7A,U+7832	対空砲	たいくうほう	taikuuhou	JMDICT
U+7D50,U+5A5A,U+5F0F,U+5834	結婚式場	けっこんしきじょう	kekkonshikijou	JMDICT
U+5BA3,U+660E,U+66A6	宣明暦	せんみょうれき	senmyoureki	JMDICT
U+795E,U+5BAE,U+66A6	神宮暦	じんぐうれき	jinguureki	JMDICT
U+56DB,U+4E03,U+65E5	四七日	よなのか	yonanoka	JMDICT
U+5FA1,U+852D,U+53C2,U+308A	御蔭参り	おかげまいり	okagemairi	JMDICT
U+5341,U+738B	十王	じゅうおう	juuou	JMDICT
U+89B3,U+97F3,U+83E9,U+85A9	観音菩薩	かんのんぼさつ	kannonbosatsu	JMDICT
U+963F,U+3057,U+3085,U+304F,U+5982,U+6765	阿しゅく如来	あしゅくにょらい	ashukunyorai	JMDICT
U+5B9D,U+751F,U+5982,U+6765	宝生如来	ほうしょうにょらい	houshounyorai	JMDICT
U+71C3,U+71C8,U+4ECF	燃燈仏	ねんとうぶつ	nentoubutsu	JMDICT
U+660E,U+738B	明王	みょうおう	myouou	JMDICT
U+7523,U+307F,U+306E,U+5B50	産みの子	うみのこ	uminoko	JMDICT
U+7121,U+4EBA,U+6A5F	無人機	むじんき	mujinki	JMDICT
U+5EA7,U+3092,U+7ACB,U+3064	座を立つ	ざをたつ	zawotatsu	JMDICT
U+6635,U+8FD1	昵近	じっきん	jikkin	JMDICT
U+624B,U+3092,U+3064,U+304F	手をつく	てをつく	tewotsuku	JMDICT
U+5F8C,U+591C	後夜	ごや	goya	JMDICT
U+55AA,U+5931,U+611F	喪失感	そうしつかん	soushitsukan	JMDICT
U+5207,U+3063,U+3066,U+306F,U+5207,U+308C,U+306A,U+3044	切っては切れない	きってはきれない	kittehakirenai	JMDICT
U+672B,U+5A18	末娘	すえむすめ	suemusume	JMDICT
U+4E7E,U+5834	乾場	かんば	kanba	JMDICT
U+6668,U+671D	晨朝	じんじょう	jinjou	JMDICT
U+4E2D,U+591C	中夜	ちゅうや	chuuya	JMDICT
U+516D,U+6642	六時	ろくじ	rokuji	JMDICT
U+30B7,U+30E5,U+30B0,U+30CB,U+30FC,U+8A9E	シュグニー語	シュグニーご	shuguniigo	JMDICT
U+4E09,U+6627,U+8036,U+5F62	三昧耶形	さんまやぎょう	sanmayagyou	JMDICT
U+611B,U+67D3	愛染	あいぜん	aizen	JMDICT
U+5C0F,U+8C46,U+98EF	小豆飯	あずきめし	azukimeshi	JMDICT
U+5996,U+5200	妖刀	ようとう	youtou	JMDICT
U+624B,U+66F8,U+304D	手書き	てかき	tekaki	JMDICT
U+5A92,U+4ECB,U+8A9E	媒介語	ばいかいご	baikaigo	JMDICT
U+6CE1,U+6D17,U+8ECA	泡洗車	あわせんしゃ	awasensha	JMDICT
U+6BCD,U+306A,U+308B,U+81EA,U+7136	母なる自然	ははなるしぜん	hahanarushizen	JMDICT
U+865A,U+821F	虚舟	うつろぶね	utsurobune	JMDICT
U+865A,U+821F	虚舟	きょしゅう	kyoshuu	JMDICT
U+540C,U+4F4D,U+9762	同位面	どういめん	douimen	JMDICT
U+4FEE,U+9053,U+8005	修道者	しゅうどうしゃ	shuudousha	JMDICT
U+56DE,U+8EE2,U+6570	回転数	かいてんすう	kaitensuu	JMDICT
U+8179,U+5074	腹側	ふくそく	fukusoku	JMDICT
U+75DB,U+899A,U+95BE,U+5024	痛覚閾値	つうかくいきち	tsuukakuikichi	JMDICT
U+5C0A,U+656C,U+5FC3	尊敬心	そんけいしん	sonkeishin	JMDICT
U+77F3,U+84CB	石蓋	いしぶた	ishibuta	JMDICT
U+652F,U+77F3,U+5893	支石墓	しせきぼ	shisekibo	JMDICT
U+7515,U+68FA	甕棺	かめかん	kamekan	JMDICT
U+518D,U+846C,U+5893	再葬墓	さいそうぼ	saisoubo	JMDICT
U+53E3,U+7E01	口縁	こうえん	kouen	JMDICT
U+5F62,U+6210,U+624B,U+8853	形成手術	けいせいしゅじゅつ	keiseishujutsu	JMDICT
U+5DE5,U+5834,U+9589,U+9396	工場閉鎖	こうじょうへいさ	koujouheisa	JMDICT
U+4E09,U+679A,U+8089	三枚肉	さんまいにく	sanmainiku	JMDICT
U+9806,U+5411	順向	じゅんこう	junkou	JMDICT
U+9806,U+5411,U+6027	順向性	じゅんこうせい	junkousei	JMDICT
U+9806,U+5411,U+6291,U+5236	順向抑制	じゅんこうよくせい	junkouyokusei	JMDICT
U+9006,U+5411,U+6291,U+5236	逆向抑制	ぎゃっこうよくせい	gyakkouyokusei	JMDICT
U+3046,U+307E,U+5473,U+8ABF,U+5473,U+6599	うま味調味料	うまみちょうみりょう	umamichoumiryou	JMDICT
U+6367,U+7269	捧物	ほうもつ	houmotsu	JMDICT
U+4E09,U+6627,U+8036	三昧耶	さんまや	sanmaya	JMDICT
U+4F1D,U+6CD5,U+704C,U+9802	伝法灌頂	でんぼうかんじょう	denboukanjou	JMDICT
U+4E09,U+6627,U+8036,U+6212	三昧耶戒	さんまやかい	sanmayakai	JMDICT
U+624B,U+64E6,U+308C,U+308B	手擦れる	てずれる	tezureru	JMDICT
U+55AB,U+3080	喫む	のむ	nomu	JMDICT
U+7D99,U+59B9	継妹	ままいも	mamaimo	JMDICT
U+7D99,U+59C9	継姉	ままねえ	mamanee	JMDICT
U+6771,U+5B66	東学	とうがく	tougaku	JMDICT
U+4FE1,U+983C,U+306E,U+304A,U+3051,U+308B	信頼のおける	しんらいのおける	shinrainookeru	JMDICT
U+63A8,U+529B,U+8EF8,U+53D7	推力軸受	すいりょくじくうけ	suiryokujikuuke	JMDICT
U+9060,U+5FC3,U+6027,U+795E,U+7D4C	遠心性神経	えんしんせいしんけい	enshinseishinkei	JMDICT
U+5F37,U+5316,U+30AC,U+30E9,U+30B9	強化ガラス	きょうかガラス	kyoukagarasu	JMDICT
U+624B,U+77ED,U+306B,U+8A00,U+3048,U+3070	手短に言えば	てみじかにいえば	temijikaniieba	JMDICT
U+624B,U+77ED,U+306B,U+8A00,U+3046,U+3068	手短に言うと	てみじかにいうと	temijikaniiuto	JMDICT
U+4E0D,U+5B9A,U+5F62	不定形	ふていけい	futeikei	JMDICT
U+7C89,U+7A2E	粉種	ふんしゅ	funshu	JMDICT
U+6C42,U+5FC3,U+6027,U+795E,U+7D4C	求心性神経	きゅうしんせいしんけい	kyuushinseishinkei	JMDICT
U+8131,U+785D	脱硝	だっしょう	dasshou	JMDICT
U+8DF3,U+306D,U+4E0A,U+3052,U+308B	跳ね上げる	はねあげる	haneageru	JMDICT
U+8DF3,U+306D,U+4E0A,U+3052	跳ね上げ	はねあげ	haneage	JMDICT
U+5358,U+539F,U+5B50,U+5206,U+5B50	単原子分子	たんげんしぶんし	tangenshibunshi	JMDICT
U+773C,U+5727	眼圧	がんあつ	ganatsu	JMDICT
U+6297,U+708E,U+75C7,U+5264	抗炎症剤	こうえんしょうざい	kouenshouzai	JMDICT
U+4EA4,U+63DB,U+53EF,U+80FD	交換可能	こうかんかのう	koukankanou	JMDICT
U+5C0F,U+56A2	小嚢	しょうのう	shounou	JMDICT
U+4EE3,U+511F,U+6E80,U+8DB3	代償満足	だいしょうまんぞく	daishoumanzoku	JMDICT
U+975E,U+4FB5,U+8972,U+7684	非侵襲的	ひしんしゅうてき	hishinshuuteki	JMDICT
U+5C3B,U+53E9,U+304D	尻叩き	しりたたき	shiritataki	JMDICT
U+770C,U+8B66,U+5BDF,U+672C,U+90E8	県警察本部	けんけいさつほんぶ	kenkeisatsuhonbu	JMDICT
U+5206,U+5B50,U+30A4,U+30E1,U+30FC,U+30B8,U+30F3,U+30B0	分子イメージング	ぶんしイメージング	bunshiimeejingu	JMDICT
U+5B66,U+5712,U+9577	学園長	がくえんちょう	gakuenchou	JMDICT
U+770C,U+8B66,U+5BDF	県警察	けんけいさつ	kenkeisatsu	JMDICT
U+770C,U+8B66,U+5BDF,U+5B66,U+6821	県警察学校	けんけいさつがっこう	kenkeisatsugakkou	JMDICT
U+5206,U+89E3,U+691C,U+67FB	分解検査	ぶんかいけんさ	bunkaikensa	JMDICT
U+5CA9,U+77F3,U+7CFB	岩石系	がんせきけい	gansekikei	JMDICT
U+5CA9,U+77F3,U+7CFB,U+5217	岩石系列	がんせきけいれつ	gansekikeiretsu	JMDICT
U+5FC3,U+81D3,U+5F01	心臓弁	しんぞうべん	shinzouben	JMDICT
U+5E95,U+8CEA	底質	ていしつ	teishitsu	JMDICT
U+86CD,U+5149,U+8272	蛍光色	けいこうしょく	keikoushoku	JMDICT
U+8A87,U+3089,U+304B	誇らか	ほこらか	hokoraka	JMDICT
U+81A8,U+3089,U+304B	膨らか	ふくらか	fukuraka	JMDICT
U+81A8,U+3089,U+304B,U+3059	膨らかす	ふくらかす	fukurakasu	JMDICT
U+7D50,U+6676,U+6C34	結晶水	けっしょうすい	kesshousui	JMDICT
U+7D50,U+6676,U+69CB,U+9020	結晶構造	けっしょうこうぞう	kesshoukouzou	JMDICT
U+7D50,U+6676,U+683C,U+5B50	結晶格子	けっしょうこうし	kesshoukoushi	JMDICT
U+7D50,U+6676,U+7247,U+5CA9	結晶片岩	けっしょうへんがん	kesshouhengan	JMDICT
U+7247,U+5CA9	片岩	へんがん	hengan	JMDICT
U+7D50,U+6676,U+9762	結晶面	けっしょうめん	kesshoumen	JMDICT
U+7D50,U+6676,U+5206,U+5316,U+4F5C,U+7528	結晶分化作用	けっしょうぶんかさよう	kesshoubunkasayou	JMDICT
U+7D50,U+6676,U+6027,U+77E5,U+80FD	結晶性知能	けっしょうせいちのう	kesshouseichinou	JMDICT
U+6D41,U+52D5,U+6027,U+77E5,U+80FD	流動性知能	りゅうどうせいちのう	ryuudouseichinou	JMDICT
U+7D50,U+6676,U+8CEA	結晶質	けっしょうしつ	kesshoushitsu	JMDICT
U+7D50,U+6676,U+8EF8	結晶軸	けっしょうじく	kesshoujiku	JMDICT
U+7D50,U+6676,U+5149,U+5B66	結晶光学	けっしょうこうがく	kesshoukougaku	JMDICT
U+7D50,U+6676,U+5316,U+5B66	結晶化学	けっしょうかがく	kesshoukagaku	JMDICT
U+6C57,U+306E,U+7D50,U+6676	汗の結晶	あせのけっしょう	asenokesshou	JMDICT
U+8840,U+3068,U+6C57,U+306E,U+7D50,U+6676	血と汗の結晶	ちとあせのけっしょう	chitoasenokesshou	JMDICT
U+6E96,U+7D50,U+6676	準結晶	じゅんけっしょう	junkesshou	JMDICT
U+5358,U+7D50,U+6676	単結晶	たんけっしょう	tankesshou	JMDICT
U+6A5F,U+68B0,U+6280,U+8853	機械技術	きかいぎじゅつ	kikaigijutsu	JMDICT
U+30B4,U+30E0,U+8349,U+5C65	ゴム草履	ゴムぞうり	gomuzouri	JMDICT
U+67D3,U+8272,U+6CD5	染色法	せんしょくほう	senshokuhou	JMDICT
U+6700,U+5927,U+7A4D,U+8F09,U+91CF	最大積載量	さいだいせきさいりょう	saidaisekisairyou	JMDICT
U+30AF,U+30ED,U+30FC,U+30F3,U+5316	クローン化	クローンか	kuroonka	JMDICT
U+30D2,U+30C8,U+907A,U+4F1D,U+5B50	ヒト遺伝子	ヒトいでんし	hitoidenshi	JMDICT
U+8907,U+5408,U+514D,U+75AB,U+4E0D,U+5168	複合免疫不全	ふくごうめんえきふぜん	fukugoumenekifuzen	JMDICT
U+5DE5,U+696D,U+5730,U+57DF	工業地域	こうぎょうちいき	kougyouchiiki	JMDICT
U+7687,U+4F4D,U+7D99,U+627F,U+8005	皇位継承者	こういけいしょうしゃ	kouikeishousha	JMDICT
U+7DCF,U+307E,U+3068,U+3081	総まとめ	そうまとめ	soumatome	JMDICT
U+6E96,U+5099,U+4E0D,U+8DB3	準備不足	じゅんびぶそく	junbibusoku	JMDICT
U+53CD,U+82BB,U+52D5,U+7269	反芻動物	はんすうどうぶつ	hansuudoubutsu	JMDICT
U+652F,U+6255,U+5229,U+606F	支払利息	しはらいりそく	shiharairisoku	JMDICT
U+904E,U+53BB,U+6642,U+5236	過去時制	かこじせい	kakojisei	JMDICT
U+904E,U+53BB,U+6700,U+591A	過去最多	かこさいた	kakosaita	JMDICT
U+5727,U+8FEB,U+9762,U+63A5	圧迫面接	あっぱくめんせつ	appakumensetsu	JMDICT
U+53CD,U+5F62,U+800C,U+4E0A,U+5B66	反形而上学	はんけいじじょうがく	hankeijijougaku	JMDICT
U+30A2,U+30D5,U+30EA,U+30AB,U+4EBA	アフリカ人	アフリカじん	afurikajin	JMDICT
U+30A2,U+30EC,U+30EB,U+30AE,U+30FC,U+53CD,U+5FDC	アレルギー反応	アレルギーはんのう	arerugiihannou	JMDICT
U+30AB,U+30BF,U+30EB,U+6027	カタル性	カタルせい	katarusei	JMDICT
U+958B,U+677F	開板	かいはん	kaihan	JMDICT
U+30A4,U+30F3,U+30B9,U+30EA,U+30F3,U+30B7,U+30E7,U+30C3,U+30AF,U+7642,U+6CD5	インスリンショック療法	インスリンショックりょうほう	insurinshokkuryouhou	JMDICT
U+521D,U+51A0,U+96EA	初冠雪	はつかんせつ	hatsukansetsu	JMDICT
U+521D,U+51A0	初冠	ういこうぶり	uikouburi	JMDICT
U+98EF,U+708A,U+304D,U+5973	飯炊き女	めしたきおんな	meshitakionna	JMDICT
U+4E7E,U+96EA	乾雪	かんせつ	kansetsu	JMDICT
U+6E7F,U+96EA	湿雪	しっせつ	shissetsu	JMDICT
U+771F,U+6F84,U+93E1	真澄鏡	まそかがみ	masokagami	JMDICT
U+5316,U+3051,U+7269,U+5C4B,U+6577	化け物屋敷	ばけものやしき	bakemonoyashiki	JMDICT
U+5E7D,U+602A	幽怪	ゆうかい	yuukai	JMDICT
U+5439,U+304D,U+6E21,U+308B	吹き渡る	ふきわたる	fukiwataru	JMDICT
U+8CA7,U+6751	貧村	ひんそん	hinson	JMDICT
U+75E9,U+6751	痩村	やせむら	yasemura	JMDICT
U+5F15,U+304D,U+79FB,U+308B	引き移る	ひきうつる	hikiutsuru	JMDICT
U+5471,U+3005,U+306E,U+58F0,U+3092,U+3042,U+3052,U+308B	呱々の声をあげる	ここのこえをあげる	kokonokoewoageru	JMDICT
U+5982	如	ごと	goto	JMDICT
U+4E8B,U+304C,U+306A,U+3044	事がない	ことがない	kotoganai	JMDICT
U+4E8B,U+306F,U+306A,U+3044	事はない	ことはない	kotohanai	JMDICT
U+4E8B,U+3068,U+306A,U+308B	事となる	こととなる	kototonaru	JMDICT
U+798F,U+697D	福楽	ふくらく	fukuraku	JMDICT
U+7E93	纓	えい	ei	JMDICT
U+5DFB,U+7E93	巻纓	けんえい	kenei	JMDICT
U+5782,U+7E93	垂纓	すいえい	suiei	JMDICT
U+7ACB,U+7E93	立纓	りゅうえい	ryuuei	JMDICT
U+5F97,U+305F,U+308A,U+9854	得たり顔	えたりがお	etarigao	JMDICT
U+7CF8,U+5C4B	糸屋	いとや	itoya	JMDICT
U+7D66,U+990C	給餌	きゅうじ	kyuuji	JMDICT
U+81EA,U+52D5,U+7D66,U+990C,U+5668	自動給餌器	じどうきゅうじき	jidoukyuujiki	JMDICT
U+8CD3,U+982D,U+76E7	賓頭盧	びんずる	binzuru	JMDICT
U+8FBB,U+8B1B,U+91C8	辻講釈	つじごうしゃく	tsujigoushaku	JMDICT
U+8FBB,U+567A	辻噺	つじばなし	tsujibanashi	JMDICT
U+5BFE,U+7ACB,U+5019,U+88DC	対立候補	たいりつこうほ	tairitsukouho	JMDICT
U+8766,U+5937,U+30CD,U+30AE	蝦夷ネギ	えぞねぎ	ezonegi	JMDICT
U+7329,U+3005,U+7D05,U+51A0,U+9CE5	猩々紅冠鳥	しょうじょうこうかんちょう	shoujoukoukanchou	JMDICT
U+67C4,U+6A3D	柄樽	えだる	edaru	JMDICT
U+75F0,U+553E	痰唾	たんつば	tantsuba	JMDICT
U+97F3,U+9AD8	音高	おんこう	onkou	JMDICT
U+8336,U+5229	茶利	ちゃり	chari	JMDICT
U+9762,U+5F53,U+3066,U+304C,U+307E,U+3057,U+3044	面当てがましい	つらあてがましい	tsuraategamashii	JMDICT
U+5973,U+9AEA,U+7D50,U+3044	女髪結い	おんなかみゆい	onnakamiyui	JMDICT
U+99AC,U+9E7F,U+56C3,U+5B50	馬鹿囃子	ばかばやし	bakabayashi	JMDICT
U+611B,U+5B0C,U+8005	愛嬌者	あいきょうもの	aikyoumono	JMDICT
U+767D,U+6D6A,U+7269	白浪物	しらなみもの	shiranamimono	JMDICT
U+6DEB,U+58F2,U+5A66	淫売婦	いんばいふ	inbaifu	JMDICT
U+6D74,U+6BBF	浴殿	よくでん	yokuden	JMDICT
U+793E,U+4EA4,U+30AF,U+30E9,U+30D6	社交クラブ	しゃこうクラブ	shakoukurabu	JMDICT
U+65B0,U+5185	新内	しんない	shinnai	JMDICT
U+77F3,U+82F1,U+30AC,U+30E9,U+30B9	石英ガラス	せきえいガラス	sekieigarasu	JMDICT
U+900F,U+660E,U+30AC,U+30E9,U+30B9	透明ガラス	とうめいガラス	toumeigarasu	JMDICT
U+30BD,U+30FC,U+30C0,U+77F3,U+7070,U+30AC,U+30E9,U+30B9	ソーダ石灰ガラス	ソーダせっかいガラス	soodasekkaigarasu	JMDICT
U+8907,U+5C64,U+30AC,U+30E9,U+30B9	複層ガラス	ふくそうガラス	fukusougarasu	JMDICT
U+8010,U+71B1,U+30AC,U+30E9,U+30B9	耐熱ガラス	たいねつガラス	tainetsugarasu	JMDICT
U+984D,U+70CF,U+5E3D,U+5B50	額烏帽子	ひたいえぼし	hitaieboshi	JMDICT
U+4E00,U+4E2D,U+7BC0	一中節	いっちゅうぶし	icchuubushi	JMDICT
U+6D77,U+8C61	海象	かいしょう	kaishou	JMDICT
U+6210,U+308A,U+4E08	成り丈	なりたけ	naritake	JMDICT
U+6D0B,U+670D,U+5E97	洋服店	ようふくてん	youfukuten	JMDICT
U+7A81,U+304D,U+7ACB,U+3064	突き立つ	つきたつ	tsukitatsu	JMDICT
U+7247,U+808C,U+8131	片肌脱	かたはだぬぎ	katahadanugi	JMDICT
U+963F,U+83CA,U+866B	阿菊虫	おきくむし	okikumushi	JMDICT
U+304B,U+3093,U+3056,U+3057,U+5C4B	かんざし屋	かんざしや	kanzashiya	JMDICT
U+9AD8,U+8DB3,U+99C4	高足駄	たかあしだ	takaashida	JMDICT
U+4ED9,U+5BAE	仙宮	せんきゅう	senkyuu	JMDICT
U+547C,U+8D77	呼起	こき	koki	JMDICT
U+653E,U+3061,U+51FA	放ち出	はなちいで	hanachiide	JMDICT
U+5C0F,U+5EA7,U+6577	小座敷	こざしき	kozashiki	JMDICT
U+9D28,U+5357,U+86EE	鴨南蛮	かもなんばん	kamonanban	JMDICT
U+6253,U+88C2,U+7FBD,U+7E54	打裂羽織	ぶっさきばおり	bussakibaori	JMDICT
U+6574,U+5099,U+5BA4	整備室	せいびしつ	seibishitsu	JMDICT
U+30B9,U+30F3,U+30CB,U+6D3E	スンニ派	スンニは	sunniha	JMDICT
U+56FD,U+9632,U+76F8	国防相	こくぼうしょう	kokuboushou	JMDICT
U+7A7A,U+767D,U+533A	空白区	くうはくく	kuuhakuku	JMDICT
U+520A,U+672C	刊本	かんぽん	kanpon	JMDICT
U+3084,U+3082,U+3081,U+66AE,U+3089,U+3057	やもめ暮らし	やもめぐらし	yamomegurashi	JMDICT
U+5C0F,U+653F,U+515A	小政党	しょうせいとう	shouseitou	JMDICT
U+5148,U+7269,U+4FA1,U+683C	先物価格	さきものかかく	sakimonokakaku	JMDICT
U+56FD,U+969B,U+6307,U+6A19	国際指標	こくさいしひょう	kokusaishihyou	JMDICT
U+5270,U+92AD	剰銭	じょうせん	jousen	JMDICT
U+76F4,U+69D8	直様	じきさま	jikisama	JMDICT
U+6CB3,U+6E20	河渠	かきょ	kakyo	JMDICT
U+6E20,U+6CB3	渠河	きょが	kyoga	JMDICT
U+6E20,U+5E25	渠帥	きょすい	kyosui	JMDICT
U+75C5,U+5175	病兵	びょうへい	byouhei	JMDICT
U+8352,U+6F20	荒漠	こうばく	koubaku	JMDICT
U+5CFB,U+9177	峻酷	しゅんこく	shunkoku	JMDICT
U+5CFB,U+5CED	峻峭	しゅんしょう	shunshou	JMDICT
U+5A9A,U+3092,U+58F2,U+308B	媚を売る	こびをうる	kobiwouru	JMDICT
U+895F,U+767D,U+7C89	襟白粉	えりおしろい	erioshiroi	JMDICT
U+767D,U+9996	白首	しろくび	shirokubi	JMDICT
U+5B66,U+5320	学匠	がくしょう	gakushou	JMDICT
U+84EC,U+982D	蓬頭	ほうとう	houtou	JMDICT
U+7802,U+8DEF	砂路	いさごじ	isagoji	JMDICT
U+79C1,U+7AA9,U+5B50	私窩子	しかし	shikashi	JMDICT
U+9E9D,U+9999,U+63DA,U+7FBD	麝香揚羽	じゃこうあげは	jakouageha	JMDICT
U+9D09,U+9AFB	鴉髻	あけい	akei	JMDICT
U+694A,U+6885,U+7621	楊梅瘡	ようばいそう	youbaisou	JMDICT
U+9F20,U+7E7B,U+5B50	鼠繻子	ねずみじゅす	nezumijusu	JMDICT
U+5927,U+5B66,U+5225,U+66F9	大学別曹	だいがくべっそう	daigakubessou	JMDICT
U+4E03,U+5927,U+79C1,U+5B66	七大私学	しちだいしがく	shichidaishigaku	JMDICT
U+5B66,U+751F	学生	がくしょう	gakushou	JMDICT
U+5BFE,U+306E,U+5C4B	対の屋	たいのや	tainoya	JMDICT
U+6BCD,U+5C4B,U+6841	母屋桁	もやげた	moyageta	JMDICT
U+6BCD,U+5C4B	母屋	もや	moya	JMDICT
U+5317,U+306E,U+5BFE	北の対	きたのたい	kitanotai	JMDICT
U+652F,U+90A3,U+8A9E	支那語	しなご	shinago	JMDICT
U+6E21,U+6BBF	渡殿	わたどの	watadono	JMDICT
U+897F,U+306E,U+5BFE	西の対	にしのたい	nishinotai	JMDICT
U+9162,U+6606,U+5E03	酢昆布	すこんぶ	sukonbu	JMDICT
U+6771,U+306E,U+5BFE	東の対	ひがしのたい	higashinotai	JMDICT
U+900F,U+6E21,U+6BBF	透渡殿	すきわたどの	sukiwatadono	JMDICT
U+5357,U+5EAD	南庭	なんてい	nantei	JMDICT
U+753B,U+822B	画舫	がぼう	gabou	JMDICT
U+4EBA,U+529B,U+8ECA,U+592B	人力車夫	じんりきしゃふ	jinrikishafu	JMDICT
U+624B,U+5F04,U+308A	手弄り	てまさぐり	temasaguri	JMDICT
U+4E38,U+716E	丸煮	まるに	maruni	JMDICT
U+95A2,U+8239	関船	せきぶね	sekibune	JMDICT
U+5B89,U+5B85,U+8239	安宅船	あたけぶね	atakebune	JMDICT
U+65E9,U+821F	早舟	はやぶね	hayabune	JMDICT
U+8239,U+68DA	船棚	ふなだな	funadana	JMDICT
U+6253,U+3061,U+6AC2	打ち櫂	うちがい	uchigai	JMDICT
U+9152,U+866B	酒虫	さかむし	sakamushi	JMDICT
U+6253,U+9EA6,U+5834	打麦場	だばくじょう	dabakujou	JMDICT
U+8C61,U+8C8C	象貌	しょうぼう	shoubou	JMDICT
U+5947,U+53E4	奇古	きこ	kiko	JMDICT
U+68CB,U+5C40	棋局	ききょく	kikyoku	JMDICT
U+9580,U+4ED8,U+6B4C	門付歌	かどづけうた	kadozukeuta	JMDICT
U+86EE,U+50E7	蛮僧	ばんそう	bansou	JMDICT
U+9CE5,U+8FFD,U+68D2	鳥追棒	とりおいぼう	torioibou	JMDICT
U+9CE5,U+8FFD,U+3044,U+6B4C	鳥追い歌	とりおいうた	torioiuta	JMDICT
U+623F,U+4E2D,U+8853	房中術	ぼうちゅうじゅつ	bouchuujutsu	JMDICT
U+623F,U+8853	房術	ぼうじゅつ	boujutsu	JMDICT
U+75C5,U+95B9	病閹	びょうえん	byouen	JMDICT
U+91E3,U+6BBF	釣殿	つりどの	tsuridono	JMDICT
U+7BC9,U+57A3	築垣	ついがき	tsuigaki	JMDICT
U+8500,U+6238	蔀戸	しとみど	shitomido	JMDICT
U+58C1,U+4EE3	壁代	かべしろ	kabeshiro	JMDICT
U+63A1,U+5C3F	採尿	さいにょう	sainyou	JMDICT
U+6301,U+4ECF	持仏	じぶつ	jibutsu	JMDICT
U+6301,U+4ECF,U+5802	持仏堂	じぶつどう	jibutsudou	JMDICT
U+6B66,U+5FB3,U+6BBF	武徳殿	ぶとくでん	butokuden	JMDICT
U+711A,U+706B,U+306E,U+9593	焚火の間	たきびのま	takibinoma	JMDICT
U+99AC,U+5834,U+6BBF	馬場殿	うまばどの	umabadono	JMDICT
U+8ECA,U+5BBF,U+308A	車宿り	くるまやどり	kurumayadori	JMDICT
U+898B,U+4E16,U+5973,U+90CE	見世女郎	みせじょろう	misejorou	JMDICT
U+7AEF,U+5973,U+90CE	端女郎	はしじょろう	hashijorou	JMDICT
U+5C40,U+5973,U+90CE	局女郎	つぼねじょろう	tsubonejorou	JMDICT
U+732E,U+9032	献進	けんしん	kenshin	JMDICT
U+6A29,U+81E3	権臣	けんしん	kenshin	JMDICT
U+7D30,U+5DE5,U+6240	細工所	さいくじょ	saikujo	JMDICT
U+5C04,U+5100	射儀	しゃぎ	shagi	JMDICT
U+51FA,U+5C45	出居	いでい	idei	JMDICT
U+81B3,U+6240	膳所	ぜんしょ	zensho	JMDICT
U+9E88,U+5C3E	麈尾	しゅび	shubi	JMDICT
U+8349,U+623F	草房	そうぼう	soubou	JMDICT
U+708E,U+9744	炎靄	えんあい	enai	JMDICT
U+7247,U+606F	片息	かたいき	kataiki	JMDICT
U+6CE5,U+5851	泥塑	でいそ	deiso	JMDICT
U+5FA1,U+5E33,U+53F0	御帳台	みちょうだい	michoudai	JMDICT
U+5411,U+62DD	向拝	ごはい	gohai	JMDICT
U+968E,U+96A0,U+3057	階隠し	はしかくし	hashikakushi	JMDICT
U+5857,U+308A,U+7C60,U+3081	塗り籠め	ぬりごめ	nurigome	JMDICT
U+885D,U+7ACB,U+969C,U+5B50	衝立障子	ついたてしょうじ	tsuitateshouji	JMDICT
U+969C,U+5C4F	障屏	しょうへい	shouhei	JMDICT
