# codepoints	text	readings_display	readings_normalized	source
U+970A,U+5999	霊妙	れいみょう	reimyou	JMDICT
U+5EC9,U+6F54	廉潔	れんけつ	renketsu	JMDICT
U+8001,U+7DF4	老練	ろうれん	rouren	JMDICT
U+907C,U+9060	遼遠	りょうえん	ryouen	JMDICT
U+6D41,U+9E97	流麗	りゅうれい	ryuurei	JMDICT
U+6563,U+767A,U+7684	散発的	さんぱつてき	sanpatsuteki	JMDICT
U+751F,U+786C	生硬	せいこう	seikou	JMDICT
U+751F,U+9BAE	生鮮	せいせん	seisen	JMDICT
U+6E05,U+695A	清楚	せいそ	seiso	JMDICT
U+7CBE,U+5230	精到	せいとう	seitou	JMDICT
U+9BAE,U+9E97	鮮麗	せんれい	senrei	JMDICT
U+9BAE,U+5C11	鮮少	せんしょう	senshou	JMDICT
U+5FD9,U+3057,U+3052	忙しげ	せわしげ	sewashige	JMDICT
U+7D17,U+306E,U+3088,U+3046	紗のよう	しゃのよう	shanoyou	JMDICT
U+6DF1,U+751A	深甚	しんじん	shinjin	JMDICT
U+5FCD,U+3073,U+3084,U+304B	忍びやか	しのびやか	shinobiyaka	JMDICT
U+8A73,U+5BC6	詳密	しょうみつ	shoumitsu	JMDICT
U+6027,U+60AA	性悪	しょうわる	shouwaru	JMDICT
U+5CFB,U+53B3	峻厳	しゅんげん	shungen	JMDICT
U+96C6,U+7D04,U+7684	集約的	しゅうやくてき	shuuyakuteki	JMDICT
U+9808,U+8981	須要	しゅよう	shuyou	JMDICT
U+84BC,U+767D	蒼白	そうはく	souhaku	JMDICT
U+7C97,U+5FFD	粗忽	そこつ	sokotsu	JMDICT
U+9061,U+53CA,U+7684	遡及的	そきゅうてき	sokyuuteki	JMDICT
U+985E,U+307E,U+308C	類まれ	たぐいまれ	taguimare	JMDICT
U+5BFE,U+79F0,U+7684	対称的	たいしょうてき	taishouteki	JMDICT
U+591A,U+89D2,U+7684	多角的	たかくてき	takakuteki	JMDICT
U+9AD8,U+3089,U+304B	高らか	たからか	takaraka	JMDICT
U+624B,U+8352	手荒	てあら	teara	JMDICT
U+624B,U+8584	手薄	てうす	teusu	JMDICT
U+6566,U+7766	敦睦	とんぼく	tonboku	JMDICT
U+5B09,U+3057,U+305D,U+3046	嬉しそう	うれしそう	ureshisou	JMDICT
U+5996,U+8276	妖艶	ようえん	youen	JMDICT
U+9065,U+9060	遥遠	ようえん	youen	JMDICT
U+96C4,U+6E3E	雄渾	ゆうこん	yuukon	JMDICT
U+966A,U+4E57	陪乗	ばいじょう	baijou	JMDICT
U+966A,U+5F93	陪従	ばいじゅう	baijuu	JMDICT
U+671B,U+898B	望見	ぼうけん	bouken	JMDICT
U+6CA1,U+5374	没却	ぼっきゃく	bokkyaku	JMDICT
U+81A8,U+9686	膨隆	ぼうりゅう	bouryuu	JMDICT
U+7269,U+6545	物故	ぶっこ	bukko	JMDICT
U+63CF,U+7834	描破	びょうは	byouha	JMDICT
U+7740,U+706B	着火	ちゃっか	chakka	JMDICT
U+7740,U+773C	着眼	ちゃくがん	chakugan	JMDICT
U+7740,U+5E2F	着帯	ちゃくたい	chakutai	JMDICT
U+9045,U+7591	遅疑	ちぎ	chigi	JMDICT
U+99B3,U+99C6	馳駆	ちく	chiku	JMDICT
U+6C88,U+6F5C	沈潜	ちんせん	chinsen	JMDICT
U+7A92,U+585E	窒塞	ちっそく	chissoku	JMDICT
U+8074,U+5F93	聴従	ちょうじゅう	choujuu	JMDICT
U+8D85,U+514B	超克	ちょうこく	choukoku	JMDICT
U+671D,U+8CA2	朝貢	ちょうこう	choukou	JMDICT
U+5FB4,U+96C6	徴集	ちょうしゅう	choushuu	JMDICT
U+6CE8,U+8996	注視	ちゅうし	chuushi	JMDICT
U+6253,U+96FB	打電	だでん	daden	JMDICT
U+5927,U+559D	大喝	だいかつ	daikatsu	JMDICT
U+8131,U+7A3F	脱稿	だっこう	dakkou	JMDICT
U+5EA6,U+5916,U+8996	度外視	どがいし	dogaishi	JMDICT
U+8AAD,U+8AA6	読誦	どくじゅ	dokuju	JMDICT
U+7A4E,U+8131	穎脱	えいだつ	eidatsu	JMDICT
U+6620,U+5C04	映射	えいしゃ	eisha	JMDICT
U+5439,U+8074	吹聴	ふいちょう	fuichou	JMDICT
U+8986,U+6CA1	覆没	ふくぼつ	fukubotsu	JMDICT
U+5FA9,U+547D	復命	ふくめい	fukumei	JMDICT
U+670D,U+55AA	服喪	ふくも	fukumo	JMDICT
U+5E03,U+6559	布教	ふきょう	fukyou	JMDICT
U+5674,U+98EF	噴飯	ふんぱん	funpan	JMDICT
U+596E,U+98DB	奮飛	ふんぴ	funpi	JMDICT
U+61A4,U+6B7B	憤死	ふんし	funshi	JMDICT
U+8CA0,U+8A17	負託	ふたく	futaku	JMDICT
U+6168,U+5606	慨嘆	がいたん	gaitan	JMDICT
U+9BE8,U+98F2,U+99AC,U+98DF	鯨飲馬食	げいいんばしょく	geiinbashoku	JMDICT
U+73FE,U+5B9F,U+96E2,U+308C	現実離れ	げんじつばなれ	genjitsubanare	JMDICT
U+6E1B,U+6BBA	減殺	げんさい	gensai	JMDICT
U+8B70,U+4E86	議了	ぎりょう	giryou	JMDICT
U+609F,U+5165	悟入	ごにゅう	gonyuu	JMDICT
U+725B,U+98F2,U+99AC,U+98DF	牛飲馬食	ぎゅういんばしょく	gyuuinbashoku	JMDICT
U+6D3E,U+7C73	派米	はべい	habei	JMDICT
U+62DD,U+7709	拝眉	はいび	haibi	JMDICT
U+914D,U+4ED8	配付	はいふ	haifu	JMDICT
U+80CC,U+53CD	背反	はいはん	haihan	JMDICT
U+62DD,U+53D7	拝受	はいじゅ	haiju	JMDICT
U+80CC,U+623B	背戻	はいれい	hairei	JMDICT
U+80CC,U+96E2	背離	はいり	hairi	JMDICT
U+62DD,U+9818	拝領	はいりょう	hairyou	JMDICT
U+7248,U+884C	版行	はんこう	hankou	JMDICT
U+6D3E,U+51FA	派出	はしゅつ	hashutsu	JMDICT
U+767A,U+63DA	発揚	はつよう	hatsuyou	JMDICT
U+8FD4,U+7D0D	返納	へんのう	hennou	JMDICT
U+8FD4,U+623B	返戻	へんれい	henrei	JMDICT
U+7DE8,U+5236	編制	へんせい	hensei	JMDICT
U+98DB,U+8D8A	飛越	ひえつ	hietsu	JMDICT
U+6279,U+8B70	批議	ひぎ	higi	JMDICT
U+62FE,U+3044,U+8AAD,U+307F	拾い読み	ひろいよみ	hiroiyomi	JMDICT
U+975E,U+3068	非と	ひと	hito	JMDICT
U+62B1,U+61D0	抱懐	ほうかい	houkai	JMDICT
U+88DC,U+4EFB	補任	ほにん	honin	JMDICT
U+7FFB,U+5012	翻倒	ほんとう	hontou	JMDICT
U+653E,U+6D41	放流	ほうりゅう	houryuu	JMDICT
U+6F02,U+6CCA	漂泊	ひょうはく	hyouhaku	JMDICT
U+6A19,U+793A	標示	ひょうじ	hyouji	JMDICT
U+8868,U+7AE0	表章	ひょうしょう	hyoushou	JMDICT
U+5F15,U+822A	引航	いんこう	inkou	JMDICT
U+60F9,U+8D77	惹起	じゃっき	jakki	JMDICT
U+81EA,U+5F01	自弁	じべん	jiben	JMDICT
U+81EA,U+6212	自戒	じかい	jikai	JMDICT
U+8F9E,U+53BB	辞去	じきょ	jikyo	JMDICT
U+81EA,U+751F	自生	じせい	jisei	JMDICT
U+6ECB,U+6B96	滋殖	じしょく	jishoku	JMDICT
U+9664,U+670D	除服	じょふく	jofuku	JMDICT
U+4E0A,U+610F,U+4E0B,U+9054	上意下達	じょういかたつ	jouikatatsu	JMDICT
U+9664,U+5374	除却	じょきゃく	jokyaku	JMDICT
U+99B4,U+81F4	馴致	じゅんち	junchi	JMDICT
U+53D7,U+7D0D	受納	じゅのう	junou	JMDICT
U+5DE1,U+5BDF	巡察	じゅんさつ	junsatsu	JMDICT
U+5341,U+5206,U+7F6E,U+304D,U+306B,U+904B,U+8EE2	十分置きに運転	じゅっぷんおきにうんてん	juppunokiniunten	JMDICT
U+958B,U+9673	開陳	かいちん	kaichin	JMDICT
U+958B,U+5E33	開帳	かいちょう	kaichou	JMDICT
U+958B,U+8B1B	開講	かいこう	kaikou	JMDICT
U+6212,U+614E	戒慎	かいしん	kaishin	JMDICT
U+62D0,U+53D6	拐取	かいしゅ	kaishu	JMDICT
U+6F70,U+8D70	潰走	かいそう	kaisou	JMDICT
U+89E3,U+7D44	解組	かいそ	kaiso	JMDICT
U+639B,U+3051,U+6301,U+3061	掛け持ち	かけもち	kakemochi	JMDICT
U+89D2,U+9010	角逐	かくちく	kakuchiku	JMDICT
U+899A,U+9192	覚醒	かくせい	kakusei	JMDICT
U+5ED3,U+6E05	廓清	かくせい	kakusei	JMDICT
U+64F1,U+5EA7	擱座	かくざ	kakuza	JMDICT
U+52D8,U+6848	勘案	かんあん	kanan	JMDICT
U+9591,U+5374	閑却	かんきゃく	kankyaku	JMDICT
U+9665,U+5165	陥入	かんにゅう	kannyuu	JMDICT
U+5D4C,U+5165	嵌入	かんにゅう	kannyuu	JMDICT
U+5609,U+7D0D	嘉納	かのう	kanou	JMDICT
U+611F,U+596E	感奮	かんぷん	kanpun	JMDICT
U+51A0,U+7D76	冠絶	かんぜつ	kanzetsu	JMDICT
U+95CA,U+6B69	闊歩	かっぽ	kappo	JMDICT
U+6D3B,U+5199	活写	かっしゃ	kassha	JMDICT
U+6E07,U+6B7B	渇死	かっし	kasshi	JMDICT
U+53EF,U+3068,U+3059,U+308B	可とする	かとする	katosuru	JMDICT
U+656C,U+670D	敬服	けいふく	keifuku	JMDICT
U+5951,U+5408	契合	けいごう	keigou	JMDICT
U+5553,U+4E0A	啓上	けいじょう	keijou	JMDICT
U+8B66,U+4E57	警乗	けいじょう	keijou	JMDICT
U+7D99,U+8D77	継起	けいき	keiki	JMDICT
U+666F,U+4EF0	景仰	けいこう	keikou	JMDICT
U+7D4C,U+7565	経略	けいりゃく	keiryaku	JMDICT
U+5553,U+8FEA	啓迪	けいてき	keiteki	JMDICT
U+6075,U+4E0E	恵与	けいよ	keiyo	JMDICT
U+691C,U+5206	検分	けんぶん	kenbun	JMDICT
U+9855,U+793A	顕示	けんじ	kenji	JMDICT
U+9063,U+60B6	遣悶	けんもん	kenmon	JMDICT
U+9855,U+5728,U+5316	顕在化	けんざいか	kenzaika	JMDICT
U+7D50,U+56E3	結団	けつだん	ketsudan	JMDICT
U+7D50,U+5B9F	結実	けつじつ	ketsujitsu	JMDICT
U+4F01,U+671B	企望	きぼう	kibou	JMDICT
U+5E30,U+671D	帰朝	きちょう	kichou	JMDICT
U+5B09,U+622F	嬉戯	きぎ	kigi	JMDICT
U+63EE,U+6BEB	揮毫	きごう	kigou	JMDICT
U+5BC4,U+8A9E	寄語	きご	kigo	JMDICT
U+5E30,U+4E00	帰一	きいつ	kiitsu	JMDICT
U+6BC0,U+68C4	毀棄	きき	kiki	JMDICT
U+6B23,U+61D0	欣懐	きんかい	kinkai	JMDICT
U+8B39,U+544A	謹告	きんこく	kinkoku	JMDICT
U+6C17,U+843D,U+3061	気落ち	きおち	kiochi	JMDICT
U+8A70,U+8CAC	詰責	きっせき	kisseki	JMDICT
U+5BC4,U+8A17	寄託	きたく	kitaku	JMDICT
U+8D77,U+5EA7	起座	きざ	kiza	JMDICT
U+56FA,U+7740	固着	こちゃく	kochaku	JMDICT
U+4EA4,U+9644	交附	こうふ	koufu	JMDICT
U+547C,U+53F7	呼号	こごう	kogou	JMDICT
U+5F8C,U+9038	後逸	こういつ	kouitsu	JMDICT
U+6297,U+62D2	抗拒	こうきょ	koukyo	JMDICT
U+61F2,U+308A,U+61F2,U+308A	懲り懲り	こりごり	korigori	JMDICT
U+964D,U+8ECA	降車	こうしゃ	kousha	JMDICT
U+67AF,U+71E5	枯燥	こそう	kosou	JMDICT
U+8A13,U+91C8	訓釈	くんしゃく	kunshaku	JMDICT
U+6398,U+9032	掘進	くっしん	kusshin	JMDICT
U+56AE,U+5C0E	嚮導	きょうどう	kyoudou	JMDICT
U+6821,U+5408	校合	きょうごう	kyougou	JMDICT
U+5321,U+6551	匡救	きょうきゅう	kyoukyuu	JMDICT
U+5F37,U+632F	強振	きょうしん	kyoushin	JMDICT
U+6319,U+7528	挙用	きょよう	kyoyou	JMDICT
U+673D,U+5EC3	朽廃	きゅうはい	kyuuhai	JMDICT
U+9CE9,U+9996	鳩首	きゅうしゅ	kyuushu	JMDICT
U+6CE3,U+8A34	泣訴	きゅうそ	kyuuso	JMDICT
U+57CB,U+8A2D	埋設	まいせつ	maisetsu	JMDICT
U+6F2B,U+6B69	漫歩	まんぽ	manpo	JMDICT
U+660E,U+6EC5	明滅	めいめつ	meimetsu	JMDICT
U+9762,U+8A70	面詰	めんきつ	menkitsu	JMDICT
U+5473,U+8AAD	味読	みどく	midoku	JMDICT
U+898B,U+52A3,U+308A,U+304C,U+3059,U+308B	見劣りがする	みおとりがする	miotorigasuru	JMDICT
U+5BC6,U+6813	密栓	みっせん	missen	JMDICT
U+6C34,U+6D74,U+3073	水浴び	みずあび	mizuabi	JMDICT
U+76EE,U+793C	目礼	もくれい	mokurei	JMDICT
U+9ED9,U+6B62	黙止	もくし	mokushi	JMDICT
U+76EE,U+9001	目送	もくそう	mokusou	JMDICT
U+6478,U+724C	摸牌	モーパイ	moopai	JMDICT
U+5A7F,U+5165,U+308A	婿入り	むこいり	mukoiri	JMDICT
U+4E8C,U+8AB2,U+52C9,U+5F37	二課勉強	にかべんきょう	nikabenkyou	JMDICT
U+4E8C,U+70B9,U+5148,U+53D6	二点先取	にてんせんしゅ	nitensenshu	JMDICT
U+7D0D,U+53D7	納受	のうじゅ	nouju	JMDICT
U+7D0D,U+9AA8	納骨	のうこつ	noukotsu	JMDICT
U+62BC,U+9001	押送	おうそう	ousou	JMDICT
U+843D,U+7403	落球	らっきゅう	rakkyuu	JMDICT
U+843D,U+99AC	落馬	らくば	rakuba	JMDICT
U+843D,U+7740	落着	らくちゃく	rakuchaku	JMDICT
U+843D,U+9B44	落魄	らくはく	rakuhaku	JMDICT
U+843D,U+6D99	落涙	らくるい	rakurui	JMDICT
U+8F62,U+65AD	轢断	れきだん	rekidan	JMDICT
U+7DF4,U+78E8	練磨	れんま	renma	JMDICT
U+9023,U+7834	連破	れんぱ	renpa	JMDICT
U+96E2,U+7E01	離縁	りえん	rien	JMDICT
U+8F2A,U+5531	輪唱	りんしょう	rinshou	JMDICT
U+96E2,U+6751	離村	りそん	rison	JMDICT
U+7ACB,U+8EAB	立身	りっしん	risshin	JMDICT
U+6717,U+541F	朗吟	ろうぎん	rougin	JMDICT
U+9E75,U+7372	鹵獲	ろかく	rokaku	JMDICT
U+8AD6,U+53CA	論及	ろんきゅう	ronkyuu	JMDICT
U+7BED,U+7D61	篭絡	ろうらく	rouraku	JMDICT
U+8001,U+6210	老成	ろうせい	rousei	JMDICT
U+985E,U+713C	類焼	るいしょう	ruishou	JMDICT
U+9675,U+8FB1	陵辱	りょうじょく	ryoujoku	JMDICT
U+786B,U+5316	硫化	りゅうか	ryuuka	JMDICT
U+7559,U+4EFB	留任	りゅうにん	ryuunin	JMDICT
U+6D41,U+5931	流失	りゅうしつ	ryuushitsu	JMDICT
U+518D,U+8ABF	再調	さいちょう	saichou	JMDICT
U+969B,U+4F1A	際会	さいかい	saikai	JMDICT
U+5DEE,U+9063	差遣	さけん	saken	JMDICT
U+7B97,U+6BB5	算段	さんだん	sandan	JMDICT
U+6563,U+83EF	散華	さんげ	sange	JMDICT
U+9759,U+8074	静聴	せいちょう	seichou	JMDICT
U+8ACB,U+8B01	請謁	せいえつ	seietsu	JMDICT
U+751F,U+9084	生還	せいかん	seikan	JMDICT
U+5236,U+61B2	制憲	せいけん	seiken	JMDICT
U+6298,U+6ABB	折檻	せっかん	sekkan	JMDICT
U+65BD,U+5DE5	施工	せこう	sekou	JMDICT
U+6D17,U+6ECC	洗滌	せんでき	sendeki	JMDICT
U+8DF5,U+8A00	践言	せんげん	sengen	JMDICT
U+6F5C,U+884C	潜行	せんこう	senkou	JMDICT
U+7A7F,U+947F	穿鑿	せんさく	sensaku	JMDICT
U+6D45,U+914C,U+4F4E,U+5531	浅酌低唱	せんしゃくていしょう	senshakuteishou	JMDICT
U+8DF5,U+8E0F	践踏	せんとう	sentou	JMDICT
U+7A83,U+7528	窃用	せつよう	setsuyou	JMDICT
U+652F,U+5F01	支弁	しべん	shiben	JMDICT
U+8AEE,U+8B70	諮議	しぎ	shigi	JMDICT
U+75BE,U+99C6	疾駆	しっく	shikku	JMDICT
U+6307,U+547C	指呼	しこ	shiko	JMDICT
U+547B,U+541F	呻吟	しんぎん	shingin	JMDICT
U+5C3B,U+8FBC,U+307F	尻込み	しりごみ	shirigomi	JMDICT
U+56DB,U+6563	四散	しさん	shisan	JMDICT
U+6B7B,U+5B88	死守	ししゅ	shishu	JMDICT
U+8CDE,U+7F8E	賞美	しょうび	shoubi	JMDICT
U+8358,U+53B3	荘厳	しょうごん	shougon	JMDICT
U+7FD4,U+7834	翔破	しょうは	shouha	JMDICT
U+5EB6,U+5E7E	庶幾	しょき	shoki	JMDICT
U+6D88,U+5149	消光	しょうこう	shoukou	JMDICT
U+6607,U+964D	昇降	しょうこう	shoukou	JMDICT
U+713C,U+9999	焼香	しょうこう	shoukou	JMDICT
U+62DB,U+6765	招来	しょうらい	shourai	JMDICT
U+8A73,U+8AD6	詳論	しょうろん	shouron	JMDICT
U+7167,U+67FB	照査	しょうさ	shousa	JMDICT
U+6284,U+51FA	抄出	しょうしゅつ	shoushutsu	JMDICT
U+5F70,U+5FB3	彰徳	しょうとく	shoutoku	JMDICT
U+79F0,U+63DA	称揚	しょうよう	shouyou	JMDICT
U+5C31,U+7E1B	就縛	しゅうばく	shuubaku	JMDICT
U+8972,U+8863	襲衣	しゅうい	shuui	JMDICT
U+624B,U+4EA4	手交	しゅこう	shukou	JMDICT
U+7E2E,U+6E1B	縮減	しゅくげん	shukugen	JMDICT
U+5CFB,U+62D2	峻拒	しゅんきょ	shunkyo	JMDICT
U+7FD2,U+7DF4	習練	しゅうれん	shuuren	JMDICT
U+8896,U+624B,U+508D,U+89B3	袖手傍観	しゅうしゅぼうかん	shuushuboukan	JMDICT
U+8D70,U+7834	走破	そうは	souha	JMDICT
U+9061,U+4E0A	遡上	そじょう	sojou	JMDICT
U+6383,U+5C04	掃射	そうしゃ	sousha	JMDICT
U+63AA,U+5B9A	措定	そてい	sotei	JMDICT
U+9001,U+5448	送呈	そうてい	soutei	JMDICT
U+7D20,U+901A,U+308A	素通り	すどおり	sudoori	JMDICT
U+8AB0,U+4F55	誰何	すいか	suika	JMDICT
U+5439,U+9CF4	吹鳴	すいめい	suimei	JMDICT
U+63A8,U+6234	推戴	すいたい	suitai	JMDICT
U+5BFE,U+7F6E	対置	たいち	taichi	JMDICT
U+9000,U+5F79	退役	たいえき	taieki	JMDICT
U+9000,U+5834	退場	たいじょう	taijou	JMDICT
U+5E2F,U+5263	帯剣	たいけん	taiken	JMDICT
U+6EDE,U+4EAC	滞京	たいきょう	taikyou	JMDICT
U+5BFE,U+8CEA	対質	たいしつ	taishitsu	JMDICT
U+5BFE,U+5EA7	対座	たいざ	taiza	JMDICT
U+5353,U+7ACB	卓立	たくりつ	takuritsu	JMDICT
U+77EF,U+3081,U+3064,U+7707,U+3081,U+3064	矯めつ眇めつ	ためつすがめつ	tametsusugametsu	JMDICT
U+5606,U+7F8E	嘆美	たんび	tanbi	JMDICT
U+633A,U+9032	挺進	ていしん	teishin	JMDICT
U+6458,U+53D6	摘取	てきしゅ	tekishu	JMDICT
U+6458,U+8A18	摘記	てっき	tekki	JMDICT
U+5C55,U+89B3	展観	てんかん	tenkan	JMDICT
U+5C55,U+89A7	展覧	てんらん	tenran	JMDICT
U+8EE2,U+5012	転倒	てんとう	tentou	JMDICT
U+8A0E,U+5E55	討幕	とうばく	toubaku	JMDICT
U+767B,U+677F	登板	とうばん	touban	JMDICT
U+5F53,U+76F4	当直	とうちょく	touchoku	JMDICT
U+767B,U+9802	登頂	とうちょう	touchou	JMDICT
U+767B,U+5E81	登庁	とうちょう	touchou	JMDICT
U+8E0F,U+7834	踏破	とうは	touha	JMDICT
U+8569,U+5C3D	蕩尽	とうじん	toujin	JMDICT
U+6295,U+4E0B	投下	とうか	touka	JMDICT
U+6295,U+68C4	投棄	とうき	touki	JMDICT
U+767B,U+9AD8	登高	とうこう	toukou	JMDICT
U+5F97,U+9053	得道	とくどう	tokudou	JMDICT
U+7763,U+6226	督戦	とくせん	tokusen	JMDICT
U+7279,U+8A2D	特設	とくせつ	tokusetsu	JMDICT
U+5F97,U+5FC3	得心	とくしん	tokushin	JMDICT
U+767B,U+697C	登楼	とうろう	tourou	JMDICT
U+9017,U+7559	逗留	とうりゅう	touryuu	JMDICT
U+767B,U+8F09	登載	とうさい	tousai	JMDICT
U+5F53,U+305B,U+3093	当せん	とうせん	tousen	JMDICT
U+6295,U+5BBF	投宿	とうしゅく	toushuku	JMDICT
U+8E0F,U+8972	踏襲	とうしゅう	toushuu	JMDICT
U+6295,U+64F2	投擲	とうてき	touteki	JMDICT
U+6295,U+4E0E	投与	とうよ	touyo	JMDICT
U+901A,U+8AAD	通読	つうどく	tsuudoku	JMDICT
U+8FFD,U+8A0E	追討	ついとう	tsuitou	JMDICT
U+8FFD,U+8D08	追贈	ついぞう	tsuizou	JMDICT
U+53F3,U+9867,U+5DE6,U+7704	右顧左眄	うこさべん	ukosaben	JMDICT
U+75C5,U+3068,U+79F0,U+3059,U+308B	病と称する	やまいとしょうする	yamaitoshousuru	JMDICT
U+512A,U+3057,U+304F,U+3059,U+308B	優しくする	やさしくする	yasashikusuru	JMDICT
U+5B89,U+8ACB,U+3051,U+5408,U+3044	安請け合い	やすうけあい	yasuukeai	JMDICT
U+63DA,U+8A00	揚言	ようげん	yougen	JMDICT
U+9065,U+62DD	遥拝	ようはい	youhai	JMDICT
U+9810,U+8840	預血	よけつ	yoketsu	JMDICT
U+7FFC,U+8CDB	翼賛	よくさん	yokusan	JMDICT
U+4E88,U+5BDF	予察	よさつ	yosatsu	JMDICT
U+9810,U+8A17	預託	よたく	yotaku	JMDICT
U+8E0A,U+8E8D	踊躍	ようやく	youyaku	JMDICT
U+904A,U+6CF3	遊泳	ゆうえい	yuuei	JMDICT
U+96C4,U+98DB	雄飛	ゆうひ	yuuhi	JMDICT
U+8A98,U+5F15	誘引	ゆういん	yuuin	JMDICT
U+8A98,U+6BBA	誘殺	ゆうさつ	yuusatsu	JMDICT
U+904A,U+98DF	遊食	ゆうしょく	yuushoku	JMDICT
U+904A,U+5F0B	遊弋	ゆうよく	yuuyoku	JMDICT
U+5728,U+6821	在校	ざいこう	zaikou	JMDICT
U+7136,U+8AFE	然諾	ぜんだく	zendaku	JMDICT
U+7D76,U+606F	絶息	ぜっそく	zessoku	JMDICT
U+5897,U+7F6E	増置	ぞうち	zouchi	JMDICT
U+8D08,U+4F4D	贈位	ぞうい	zoui	JMDICT
U+7D9A,U+4F38	続伸	ぞくしん	zokushin	JMDICT
U+9020,U+6210	造成	ぞうせい	zousei	JMDICT
U+8535,U+533F	蔵匿	ぞうとく	zoutoku	JMDICT
U+968F,U+4F34	随伴	ずいはん	zuihan	JMDICT
U+968F,U+9806	随順	ずいじゅん	zuijun	JMDICT
U+968F,U+5F93	随従	ずいじゅう	zuijuu	JMDICT
U+5024,U+5343,U+91D1	値千金	あたいせんきん	ataisenkin	JMDICT
U+9632,U+866B,U+52A0,U+5DE5	防虫加工	ぼうちゅうかこう	bouchuukakou	JMDICT
U+671B,U+5916	望外	ぼうがい	bougai	JMDICT
U+6CBB,U+4E0B	治下	ちか	chika	JMDICT
U+5730,U+7403,U+4E0A	地球上	ちきゅうじょう	chikyuujou	JMDICT
U+8840,U+307E,U+307F,U+308C	血まみれ	ちまみれ	chimamire	JMDICT
U+8840,U+67D3,U+3081	血染め	ちぞめ	chizome	JMDICT
U+753A,U+7ACB	町立	ちょうりつ	chouritsu	JMDICT
U+4E2D,U+7D30	中細	ちゅうぼそ	chuuboso	JMDICT
U+4E2D,U+56FD,U+4F1D,U+6765	中国伝来	ちゅうごくでんらい	chuugokudenrai	JMDICT
U+4E2D	中	ちゅう	chuu	JMDICT
U+99D0,U+652F	駐支	ちゅうし	chuushi	JMDICT
U+6591,U+5165,U+308A	斑入り	ふいり	fuiri	JMDICT
U+30AC,U+30B9,U+72B6	ガス状	ガスじょう	gasujou	JMDICT
U+73FE,U+6709	現有	げんゆう	genyuu	JMDICT
U+9280,U+7740,U+305B	銀着せ	ぎんきせ	ginkise	JMDICT
U+30B4,U+30E0,U+5F15,U+304D	ゴム引き	ゴムびき	gomubiki	JMDICT
U+8702,U+871C,U+5165,U+308A	蜂蜜入り	はちみついり	hachimitsuiri	JMDICT
U+751F,U+3048,U+629C,U+304D	生え抜き	はえぬき	haenuki	JMDICT
U+7BB1,U+5165,U+308A	箱入り	はこいり	hakoiri	JMDICT
U+534A,U+6708,U+5F62	半月形	はんげつけい	hangetsukei	JMDICT
U+91DD,U+72B6	針状	はりじょう	harijou	JMDICT
U+9065,U+304B,U+5F7C,U+65B9	遥か彼方	はるかかなた	harukakanata	JMDICT
U+65E5,U+5E72,U+3057	日干し	ひぼし	hiboshi	JMDICT
U+4E00,U+30EA,U+30C3,U+30C8,U+30EB,U+708A,U+304D	一リットル炊き	いちリットルだき	ichirittorudaki	JMDICT
U+8272,U+767D	色白	いろじろ	irojiro	JMDICT
U+3044,U+308F,U+304F,U+4ED8,U+304D	いわく付き	いわくつき	iwakutsuki	JMDICT
U+5351,U+3057,U+3044,U+751F,U+307E,U+308C	卑しい生まれ	いやしいうまれ	iyashiiumare	JMDICT
U+5E38,U+7F6E	常置	じょうち	jouchi	JMDICT
U+5982,U+4E0A	如上	じょじょう	jojou	JMDICT
U+6A39,U+679D,U+72B6	樹枝状	じゅしじょう	jushijou	JMDICT
U+8853,U+5F8C	術後	じゅつご	jutsugo	JMDICT
U+5F93,U+524D	従前	じゅうぜん	juuzen	JMDICT
U+4F1A,U+793E,U+7ACB	会社立	かいしゃりつ	kaisharitsu	JMDICT
U+5FEB,U+8DB3	快足	かいそく	kaisoku	JMDICT
U+683C,U+5916	格外	かくがい	kakugai	JMDICT
U+9769,U+8CEA	革質	かくしつ	kakushitsu	JMDICT
U+938C,U+5F62	鎌形	かまがた	kamagata	JMDICT
U+7BA1,U+72B6	管状	かんじょう	kanjou	JMDICT
U+7BA1,U+4E0B	管下	かんか	kanka	JMDICT
U+53EF,U+51E6,U+5206	可処分	かしょぶん	kashobun	JMDICT
U+671F,U+9650,U+4ED8,U+304D	期限付き	きげんつき	kigentsuki	JMDICT
U+65E2,U+767A,U+8868	既発表	きはっぴょう	kihappyou	JMDICT
U+65E2,U+520A	既刊	きかん	kikan	JMDICT
U+91D1,U+5C5E,U+88FD	金属製	きんぞくせい	kinzokusei	JMDICT
U+65E2,U+6E08	既済	きさい	kisai	JMDICT
U+5C0F,U+578B	小型	こがた	kogata	JMDICT
U+66E0,U+53E4	曠古	こうこ	kouko	JMDICT
U+56FD,U+5185,U+5411,U+3051	国内向け	こくないむけ	kokunaimuke	JMDICT
U+3053,U+306E,U+985E	この類	このるい	konorui	JMDICT
U+3053,U+306E,U+7A2E	この種	このしゅ	konoshu	JMDICT
U+66E0,U+4E16	曠世	こうせい	kousei	JMDICT
U+7A76,U+7ADF	究竟	くっきょう	kukkyou	JMDICT
U+6C72,U+307F,U+305F,U+3066	汲みたて	くみたて	kumitate	JMDICT
U+533A,U+7ACB	区立	くりつ	kuritsu	JMDICT
U+5F13,U+72B6	弓状	きゅうじょう	kyuujou	JMDICT
U+524D,U+5272,U+308C	前割れ	まえわれ	maeware	JMDICT
