鎅,계
鑙,계
锲,계
闙,계
阶,계
鯚,계
鳮,계
鶏,계
鸂,계
鸡,계
齘,계
古,고
叩,고
告,고
呱,고
固,고
姑,고
孤,고
尻,고
庫,고
拷,고
攷,고
故,고
敲,고
暠,고
枯,고
槁,고
沽,고
痼,고
皐,고
睾,고
稿,고
羔,고
考,고
股,고
膏,고
苦,고
苽,고
菰,고
藁,고
蠱,고
袴,고
誥,고
辜,고
錮,고
雇,고
顧,고
高,고
鼓,고
估,고
凅,고
刳,고
塙,고
杲,고
栲,고
槀,고
槹,고
櫜,고
牯,고
皋,고
盬,고
瞽,고
稁,고
箍,고
篙,고
糕,고
罟,고
羖,고
翺,고
胯,고
觚,고
詁,고
郜,고
酤,고
鈷,고
靠,고
鴣,고
鷱,고
㑬,고
㓬,고
㕝,고
㗝,고
㘼,고
㚉,고
㚖,고
㛈,고
㟸,고
㣨,고
㤒,고
㧽,고
㪣,고
㰏,고
㱠,고
㴌,고
㸆,고
㼋,고
㼥,고
㽽,고
㾸,고
㿁,고
䀇,고
䀦,고
䆁,고
䇢,고
䉉,고
䉐,고
䍛,고
䎋,고
䐻,고
䑩,고
䓘,고
䓢,고
䔌,고
䔯,고
䚌,고
䜂,고
䣗,고
䧸,고
䫧,고
䭅,고
䯌,고
䯨,고
䯪,고
䯻,고
侤,고
僱,고
勂,고
叝,고
吿,고
咕,고
哌,고
圐,고
堌,고
夃,고
婟,고
嫴,고
崓,고
崮,고
嵪,고
库,고
怘,고
挎,고
搞,고
柧,고
桍,고
棝,고
楛,고
槔,고
橭,고
橰,고
檺,고
泒,고
洘,고
滜,고
烤,고
焸,고
煰,고
燺,고
狜,고
瘔,고
皷,고
祮,고
祰,고
祻,고
禞,고
秙,고
稒,고
稾,고
笟,고
筶,고
箛,고
篐,고
絝,고
绔,고
罛,고
羙,고
翱,고
翶,고
胍,고
臌,고
臯,고
菇,고
菒,고
薣,고
薧,고
藳,고
蛄,고
蛊,고
蛌,고
裤,고
褲,고
诂,고
诰,고
跍,고
軱,고
軲,고
轱,고
郀,고
鈲,고
銬,고
鋯,고
钴,고
铐,고
锆,고
锢,고
韟,고
顾,고
餻,고
骷,고
髙,고
髚,고
髛,고
鮕,고
鮳,고
鯌,고
鯝,고
鲓,고
鲴,고
鷎,고
鸪,고
鼔,고
鼛,고
賈,고
哭,곡
斛,곡
曲,곡
梏,곡
穀,곡
谷,곡
鵠,곡
嚳,곡
槲,곡
縠,곡
觳,곡
轂,곡
㖆,곡
㪶,곡
㮂,곡
㻃,곡
䀰,곡
䈸,곡
䎥,곡
䐨,곡
䒼,곡
䚛,곡
䢗,곡
䧊,곡
䧼,곡
䳔,곡
䵈,곡
䶜,곡
俈,곡
匤,곡
唂,곡
唃,곡
喾,곡
嘝,곡
榖,곡
毂,곡
浀,곡
濲,곡
瀔,곡
瀫,곡
焀,곡
焅,곡
牿,곡
瑴,곡
硞,곡
硲,곡
筁,곡
粬,곡
糓,곡
蔛,곡
蛐,곡
螜,곡
逧,곡
髷,곡
鹄,곡
﨏,곡
穀,곡
困,곤
坤,곤
崑,곤
昆,곤
梱,곤
棍,곤
滾,곤
琨,곤
袞,곤
鯤,곤
堃,곤
崐,곤
悃,곤
捆,곤
緄,곤
衮,곤
裍,곤
褌,곤
錕,곤
閫,곤
髡,곤
鵾,곤
鶤,곤
齫,곤
㒭,곤
㙥,곤
㡓,곤
㨰,곤
㫻,곤
㬷,곤
㱎,곤
䃂,곤
䎾,곤
䖵,곤
䙛,곤
䜇,곤
䠅,곤
䵪,곤
丨,곤
堒,곤
壸,곤
壼,곤
尡,곤
惃,곤
捁,곤
晜,곤
棞,곤
涃,곤
滚,곤
潉,곤
焑,곤
熴,곤
猑,곤
瑻,곤
璭,곤
睏,곤
睔,곤
睴,곤
硱,곤
磙,곤
祵,곤
稇,곤
綑,곤
绲,곤
臗,곤
菎,곤
蓘,곤
蔉,곤
蜫,곤
裈,곤
裩,곤
謴,곤
輥,곤
辊,곤
醌,곤
锟,곤
閸,곤
阃,곤
騉,곤
髠,곤
髨,곤
鮌,곤
鯀,곤
鲧,곤
鲲,곤
鹍,곤
汨,골
骨,골
搰,골
榾,골
矻,골
鶻,골
㐔,골
㐣,골
㒴,골
㾶,골
䮩,골
䯇,골
傦,골
圣,골
尳,골
愲,골
抇,골
杚,골
汩,골
縎,골
蓇,골
顝,골
餶,골
馉,골
鹘,골
滑,골
䯩,곱
㖛,곳
㖜,곳
廤,곳
蒊,곳
供,공
公,공
共,공
功,공
孔,공
工,공
恐,공
恭,공
拱,공
控,공
攻,공
珙,공
空,공
蚣,공
貢,공
鞏,공
倥,공
崆,공
悾,공
栱,공
槓,공
箜,공
蛩,공
蛬,공
贛,공
跫,공
